Time (Sec);S2;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20;S21;S22;S23;S24;S25;S26;S27;S3;S4;S5;S6;
0.0;19160.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.12666666666666668;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.22666666666666668;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.32666666666666666;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.42666666666666664;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.5266666666666666;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.6266666666666666;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.7266666666666666;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.8266666666666665;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
0.9266666666666665;19160.0;99.9896928;99.989464;99.98259999999999;99.98259999999999;99.9862608;99.9864896;99.9828288;99.97939679999999;99.97916799999999;99.97916799999999;99.986032;99.97916799999999;99.98259999999999;99.986032;99.986032;99.986032;99.986032;99.99016639999999;99.99016639999999;99.98673439999999;99.98970879999999;
